epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,590.123,0.55721,0.38222,0.9319,0.98372,0.98611,0.98167,0.87222,0.47199,0.27103,0.9055,0.0001387,0.0001387,0.0001387
89,596.858,0.52823,0.36904,0.91888,0.98411,0.98611,0.9825,0.8688,0.51052,0.27889,0.94688,0.0001288,0.0001288,0.0001288
90,603.491,0.52255,0.36266,0.92229,0.98302,0.98611,0.99104,0.87963,0.44383,0.27047,0.89452,0.0001189,0.0001189,0.0001189
91,619.527,0.47502,0.32525,0.8972,0.98355,0.98611,0.99,0.86594,0.47869,0.28241,0.90755,0.000109,0.000109,0.000109
92,625.746,0.46421,0.30963,0.8775,0.98294,0.98611,0.98097,0.86941,0.49359,0.2864,0.91979,9.91e-05,9.91e-05,9.91e-05
93,631.792,0.4342,0.29073,0.86495,0.98213,0.98611,0.98167,0.88489,0.43699,0.2763,0.89967,8.92e-05,8.92e-05,8.92e-05
94,637.829,0.41956,0.28036,0.85934,0.98206,0.98611,0.98167,0.87387,0.47663,0.28333,0.91934,7.93e-05,7.93e-05,7.93e-05
95,643.807,0.43103,0.28638,0.879,0.98274,0.98611,0.98097,0.8921,0.43933,0.271,0.89805,6.94e-05,6.94e-05,6.94e-05
96,649.807,0.41241,0.27056,0.85702,0.98234,0.98611,0.98014,0.89524,0.42855,0.26627,0.89607,5.95e-05,5.95e-05,5.95e-05
97,655.863,0.42916,0.26998,0.86194,0.98278,0.98611,0.98014,0.88276,0.45695,0.27305,0.89682,4.96e-05,4.96e-05,4.96e-05
98,661.884,0.41956,0.27705,0.86188,0.98286,0.98611,0.97944,0.87785,0.46275,0.27137,0.9041,3.97e-05,3.97e-05,3.97e-05
99,667.979,0.40742,0.27495,0.85365,0.98295,0.98611,0.98014,0.88128,0.43978,0.2614,0.91024,2.98e-05,2.98e-05,2.98e-05
100,674.1,0.40237,0.26971,0.85162,0.98318,0.98611,0.98014,0.88816,0.42334,0.25409,0.90964,1.99e-05,1.99e-05,1.99e-05
